title,artist,album,genre,emotion_label,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,30 Years Of Funk: 1969-1999 The Anthology,rock,happy,0.647,0.691,0.855,121.472,-6.51,0.144,0.0,0.0514,0.36
La Mejor Versión de Mi - Remix,Natti Natasha,La Mejor Versión de Mi (Remix),latin,happy,0.894,0.712,0.735,131.938,-5.119,0.732,0.0,0.0326,0.302
San Francisco (feat. Sofia Carson),Galantis,San Francisco (with Sofia Carson),pop,happy,0.655,0.689,0.741,110.06,-4.946,0.0305,0.0,0.0447,0.112
Cities In Dust - Single Version,Siouxsie and the Banshees,The Best Of Siouxsie And The Banshees (Limited Edition),rock,sad,0.336,0.909,0.543,120.069,-9.366,0.0461,0.0,0.106,0.334
You Might Be Sleeping,Jakob Ogawa,You Might Be Sleeping,rock,calm,0.511,0.561,0.587,92.602,-9.249,0.719,0.342,0.0264,0.168
That Thing You Do,Ellem,That Thing You Do,rap,energetic,0.59,0.937,0.755,119.979,-3.623,0.0114,0.000233,0.0891,0.0772
You got the Love,Mr. Da-Nos,You Got the Love,edm,sad,0.388,0.891,0.58,123.961,-3.265,0.000456,0.000631,0.0955,0.0924
Eye of the Tiger,Survivor,Eye Of The Tiger,rock,calm,0.552,0.438,0.815,108.965,-14.522,0.216,0.000466,0.0346,0.0787
Reflections,Jean Juan,Reflections,edm,energetic,0.141,0.716,0.662,120.955,-8.108,0.00881,0.000916,0.0408,0.151
Two 10s,Quinn XCII,Two 10s,r&b,calm,0.513,0.412,0.785,143.099,-8.121,0.696,1.45e-05,0.25,0.142
Just Friends (Sunny),Musiq Soulchild,Aijuswanaseing,r&b,calm,0.554,0.376,0.754,95.018,-7.561,0.404,0.0,0.204,0.358
Gryndin (feat. Young Marco),Jae Mansa,Gryndin (feat. Young Marco),edm,energetic,0.529,0.819,0.618,157.218,-2.151,0.291,0.0,0.239,0.0744
See The End - Nora En Pure Remix,Above & Beyond,See The End (Nora En Pure Remix),edm,sad,0.277,0.865,0.585,125.02,-5.477,0.021,0.0,0.0517,0.172
I Will Trust,Fred Hammond,I Will Trust,r&b,sad,0.144,0.572,0.208,171.135,-4.369,0.251,1.1e-06,0.0386,0.0935
Hawk Eyes,The Kicks,Tonight Changes Everything,rap,happy,0.663,0.934,0.515,127.955,-3.609,0.00367,0.0,0.0482,0.21
Mercedes Boy,Pebbles,Pebbles,r&b,calm,0.967,0.333,0.795,114.764,-14.609,0.052,0.0295,0.0769,0.319
Flame - Steve James Remix,Tinashe,Flame (Steve James Remix),edm,energetic,0.531,0.646,0.643,88.866,-7.155,0.138,1.34e-05,0.0655,0.132
Parte de Mi (feat. Lit Killah),FMK,Parte de Mi (feat. Lit Killah),rap,sad,0.354,0.471,0.615,79.983,-7.345,0.0874,0.0,0.175,0.101
Shhh,Tevin Campbell,Rhino Hi-Five: Tevin Campbell,r&b,calm,0.442,0.59,0.547,126.11,-9.194,0.171,0.0,0.0373,0.0391
Mirala Miralo,Alejandra Guzman,Libre,latin,energetic,0.58,0.889,0.669,122.102,-5.472,0.0046,1.49e-05,0.0318,0.091
Stay (with Alessia Cara),Zedd,Stay,pop,energetic,0.498,0.634,0.679,102.013,-5.024,0.232,0.0,0.0654,0.115
My Sacrifice - Live Acoustic,Creed,With Arms Wide Open: A Retrospective,latin,sad,0.348,0.489,0.342,171.654,-9.147,0.58,5.21e-06,0.0337,0.23
Calypso,Round Table Knights,Say What?!,edm,sad,0.182,0.587,0.678,126.01,-6.756,0.00782,0.941,0.42,0.543
Show You,Noah Neiman,Show You,rap,happy,0.71,0.949,0.716,110.013,-3.592,0.00389,0.00455,0.0762,0.373
The Rover,Interpol,Marauder,rock,energetic,0.599,0.893,0.189,198.468,-3.107,3.64e-05,0.539,0.0445,0.183
Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,Beach House 3,r&b,calm,0.411,0.541,0.645,95.061,-6.312,0.0802,0.0,0.0385,0.325
Criminal,Natti Natasha,Criminal,latin,happy,0.839,0.813,0.814,79.997,-3.023,0.03,9.33e-05,0.0561,0.255
Dile,Don Omar,The Last Don,latin,happy,0.714,0.714,0.817,94.001,-7.501,0.184,0.000132,0.141,0.042
Waterfall Jungle,The Sleep Specialist,Jungle And Forest Sounds,latin,sad,0.0338,0.274,0.176,129.944,-29.561,0.00171,0.00124,0.0592,0.352
Comfortably Numb,Pink Floyd,The Wall,rock,sad,0.171,0.366,0.472,127.167,-12.595,0.15,0.308,0.0286,0.0837
Love of My Own,Eric Benét,A Day In The Life,r&b,sad,0.14,0.341,0.644,76.727,-8.513,0.256,0.000357,0.0361,0.0804
Jogo Virou,Cacife Clandestino,Trilogia Contravenção,rap,energetic,0.535,0.649,0.66,134.894,-7.497,0.318,0.0,0.105,0.0721
Like I Love You,Lost Frequencies,Like I Love You,pop,happy,0.751,0.588,0.863,117.911,-7.141,0.142,3.42e-05,0.0847,0.457
Take It To Da House (feat. The Slip N' Slide Express),Trick Daddy,THUGS ARE US,rap,happy,0.927,0.759,0.934,123.857,-5.873,0.0102,0.0,0.185,0.0818
Win,Stefflon Don,SECURE,latin,energetic,0.441,0.727,0.384,64.558,-3.444,0.0225,0.0,0.195,0.34
Papi Chulo,El Chombo,A Mover el Culo Con el Chombo,latin,happy,0.837,0.851,0.893,110.005,-6.42,0.0809,0.00143,0.112,0.0246
Cycles,Shafiq Husayn,Cycles,r&b,energetic,0.652,0.764,0.699,93.997,-6.657,0.191,0.082,0.0914,0.256
God's Gonna Cut You Down,Marilyn Manson,God's Gonna Cut You Down,rock,energetic,0.583,0.754,0.504,82.009,-5.182,0.139,0.0,0.0424,0.126
La Mujer Perfecta,KURT,La Mujer Perfecta,rock,happy,0.878,0.488,0.824,155.11,-9.112,0.242,8.09e-06,0.0669,0.109
Titans,Razihel,Titans,edm,energetic,0.572,0.863,0.547,144.951,-2.844,0.0186,0.0133,0.352,0.278
Feeling Lonely,boy pablo,Soy Pablo,pop,happy,0.885,0.537,0.635,117.942,-10.45,0.014,3.72e-05,0.0536,0.103
Ela É do Tipo,MC Kevin o Chris,Ela É do Tipo,edm,calm,0.633,0.398,0.632,90.695,-6.615,0.945,0.0,0.373,0.228
Grillz - Dirty,Nelly,Sweatsuit,rap,happy,0.843,0.514,0.863,82.985,-7.243,0.0419,0.0,0.249,0.301
Sketches of Pain,Audible Mainframe,Majestic Casual - Chapter I,r&b,calm,0.452,0.577,0.675,89.589,-5.233,0.483,9.02e-05,0.0808,0.0934
Fire Wire - Radio Edit,Ste Ingham,Fire Wire,edm,energetic,0.427,0.932,0.607,134.995,-5.58,0.00584,0.78,0.0492,0.129
Never Go Back,Dennis Lloyd,Never Go Back,latin,happy,0.733,0.653,0.421,78.6,-4.85,0.0135,0.0,0.398,0.114
El Scorcho,Weezer,Pinkerton - Deluxe Edition,rock,happy,0.69,0.709,0.466,147.845,-4.332,0.0576,0.0,0.0658,0.096
Animals (feat. Moa Lisa) - Alora & Senii Remix,Charlie Who?,Animals (feat. Moa Lisa) [Remixes],edm,happy,0.877,0.886,0.63,123.974,-7.573,0.202,2.49e-05,0.0281,0.0708
Kemba Walker,Eladio Carrion,Kemba Walker,latin,calm,0.596,0.59,0.832,146.939,-7.168,0.446,1.43e-06,0.272,0.123
The People,KSHMR,The People,edm,sad,0.129,0.985,0.591,135.024,-3.38,0.000552,0.16,0.0794,0.404
Rampage [Mix Cut] - Original Mix,Bassjackers,Hardwell Presents Revealed Vol. 5,edm,sad,0.0494,0.876,0.324,130.052,-5.981,0.000147,0.967,0.0594,0.371
Homegrizzlies,Homegrown Mafia,Homegrizzlies,rap,energetic,0.646,0.707,0.643,174.179,-4.05,0.0278,0.0,0.407,0.286
Tragedy,Christopher Needle,Exile,r&b,sad,0.192,0.488,0.636,99.953,-9.035,0.000601,0.0,0.0721,0.362
Feelings (feat. H.E.R.),Deante' Hitchcock,Just A Sample 2,r&b,sad,0.315,0.726,0.498,125.128,-5.7,0.0732,0.0,0.175,0.113
You Know That I Love You,Donell Jones,Life Goes On,r&b,happy,0.801,0.494,0.767,96.003,-5.349,0.136,0.000277,0.0421,0.0603
Hoy Se Bebe - Remix,Nio Garcia,Hoy Se Bebe (Remix),latin,calm,0.417,0.5,0.906,93.993,-5.364,0.307,7.59e-05,0.0863,0.0576
Room in Here (feat. The Game & Sonyae Elise),Anderson .Paak,Malibu,r&b,energetic,0.459,0.894,0.643,86.985,-4.765,0.269,4.73e-06,0.374,0.257
Midsection,KAYTRANADA,BUBBA,r&b,energetic,0.409,0.769,0.686,103.956,-6.381,0.017,0.000831,0.207,0.374
Workin' For MCA,Lynyrd Skynyrd,The Complete Collection,rock,happy,0.837,0.891,0.253,170.775,-7.719,0.00399,0.000814,0.0784,0.196
Fallin' in Love,Faith Evans,Faith,r&b,happy,0.824,0.665,0.644,92.928,-7.857,0.183,0.000622,0.0456,0.0954
Save Room,John Legend,Get Lifted/Once Again,r&b,sad,0.375,0.572,0.69,111.919,-6.131,0.0457,0.0,0.0264,0.0969
Dove e quando,Benji & Fede,Dove e quando,r&b,happy,0.691,0.692,0.763,124.998,-6.158,0.0931,0.0,0.0381,0.0644
Father O'Blivion,Frank Zappa,Apostrophe('),rock,happy,0.679,0.888,0.447,146.235,-9.892,0.247,0.034,0.175,0.82
Comfortable,AWA,Comfortable,r&b,calm,0.563,0.464,0.554,112.776,-8.61,0.39,0.0,0.0851,0.119
Still Swingin',Papa Roach,The Connection,edm,happy,0.679,0.888,0.57,139.006,-6.312,0.000126,0.000149,0.0572,0.138
Pieces,Hil St. Soul,Release,r&b,calm,0.48,0.564,0.646,143.957,-5.396,0.00685,0.108,0.0832,0.291
Electricity (with Dua Lipa),Silk City,Electricity (with Dua Lipa),latin,energetic,0.505,0.67,0.588,118.159,-6.439,0.0104,3.33e-06,0.0473,0.338
The Real Me,The Who,Quadrophenia (Super Deluxe Edition),rock,energetic,0.569,0.932,0.491,148.831,-7.028,0.0585,0.00493,0.118,0.347
Escape,Thomas Gold,Escape,edm,sad,0.244,0.767,0.438,127.96,-4.335,0.0173,0.0,0.0422,0.116
Ordinary - Lake People's Circle Motive Remix,Kollektiv Turmstrasse,Ordinary,edm,sad,0.097,0.488,0.73,121.003,-9.117,0.19,0.864,0.0457,0.0527
Koryto,BORCREW,BORCREW ALBUM,rap,calm,0.49,0.567,0.811,79.983,-7.581,0.0188,0.0,0.263,0.293
Wildfire,Kyler Fisher,Wildfire,edm,happy,0.66,0.551,0.736,107.988,-6.876,0.0297,0.0,0.0401,0.19
Addicted,Alex Parker,Addicted,latin,happy,0.722,0.683,0.773,124.021,-5.069,0.368,1.24e-06,0.0693,0.0852
I Was Only Joking,Rod Stewart,Foot Loose & Fancy Free,rock,calm,0.415,0.462,0.68,106.2,-9.289,0.583,3.3e-05,0.0336,0.096
Whisper,Seth Hills,Whisper,edm,energetic,0.217,0.881,0.759,125.939,-5.475,0.00968,0.114,0.196,0.0131
Panacea.,Misc.Inc,Panacea.,rap,sad,0.142,0.211,0.618,83.982,-16.41,0.876,0.849,0.208,0.0887
Show Me Love - EDX Remix / Radio Edit,Sam Feldt,Show Me Love (Remixes 2),latin,happy,0.677,0.665,0.836,120.997,-5.779,0.308,0.000925,0.0745,0.0714
I'm Eighteen,Alice Cooper,Love It To Death,rock,calm,0.531,0.413,0.618,97.84,-14.164,0.249,0.0517,0.0302,0.131
My Cloud,Joe Bataan,Singin' Some Soul,latin,calm,0.565,0.431,0.399,80.022,-11.315,0.547,2e-06,0.0257,0.333
Pełnia,Smolasty,Pełnia,latin,happy,0.78,0.899,0.567,179.949,-5.486,0.553,2.79e-05,0.362,0.168
Red Lights,Tiësto,A Town Called Paradise,pop,energetic,0.548,0.83,0.654,124.989,-4.801,0.000629,1.13e-06,0.0366,0.121
Love Game,Eminem,The Marshall Mathers LP2,pop,energetic,0.687,0.942,0.778,105.517,-2.525,0.355,0.0,0.178,0.626
How Ya Like Me Now - Longer Version,Kool Moe Dee,The Greatest Hits,r&b,energetic,0.542,0.859,0.873,104.196,-9.225,0.00369,0.000973,0.105,0.0933
Show and Prove,Es-K,Trust The Process,rap,calm,0.542,0.32,0.729,92.0,-7.278,0.157,0.905,0.0338,0.111
If You Need Me,Wilson Pickett,Wilson Pickett: A Man And A Half,r&b,calm,0.508,0.244,0.369,171.747,-13.133,0.0996,0.000132,0.0301,0.584
Cuz You're My Girl,Yung Heazy,Whenever You're Around I Hate Everything Less,rock,calm,0.544,0.304,0.416,82.448,-10.744,0.141,4.15e-06,0.0386,0.262
When You're Mad,Ne-Yo,In My Own Words,r&b,calm,0.436,0.548,0.66,86.947,-7.127,0.364,0.0,0.215,0.108
Sunny,Boney M.,Take The Heat Off Me,r&b,happy,0.803,0.868,0.647,121.822,-6.427,0.0876,0.124,0.105,0.129
Ballads for Backgrounds,Konteks,Ballads for Backgrounds,rap,calm,0.634,0.38,0.764,172.112,-14.212,0.753,0.884,0.369,0.119
All Over You,Boys Get Hurt,All Over You,pop,sad,0.351,0.55,0.705,94.969,-7.974,0.0887,0.00485,0.0381,0.0895
Keep Calm,Lucha,Keep Calm,rap,energetic,0.495,0.951,0.62,127.992,-4.001,0.00175,0.0302,0.0877,0.113
Diluted Brains,Rezz,Mass Manipulation,edm,energetic,0.261,0.733,0.673,194.05,-9.856,0.138,0.701,0.117,0.12
Like Home - Radio Edit,Nicky Romero,Like Home,edm,sad,0.236,0.888,0.575,127.908,-2.802,0.116,5.96e-05,0.04,0.333
Hit It! - Original Extended Mix,Sidney Housen,Hit It! (Original Extended Mix),edm,sad,0.198,0.656,0.604,129.982,-6.703,0.0138,0.0516,0.048,0.0794
Cicatrices,Kalimba,Cicatrices,latin,energetic,0.367,0.724,0.636,139.997,-3.838,0.187,0.0,0.0367,0.0893
Look At Her Now,Selena Gomez,Look At Her Now,latin,calm,0.55,0.564,0.563,154.355,-7.906,0.114,0.0254,0.271,0.304
Take Care,Drake,Take Care (Deluxe),r&b,sad,0.299,0.515,0.629,121.845,-10.358,0.0267,1.22e-05,0.265,0.0888
Redbone,Childish Gambino,"""Awaken, My Love!""",r&b,calm,0.55,0.359,0.745,160.123,-10.429,0.192,0.00628,0.112,0.138
Some Say - Felix Jaehn Remix,Nea,Some Say (Felix Jaehn Remix),pop,happy,0.637,0.7,0.682,120.03,-5.591,0.406,0.0,0.0397,0.174
La Difícil,Camilo,La Difícil,latin,calm,0.553,0.36,0.675,64.921,-6.66,0.67,0.0,0.112,0.159
Good Girls,Joe,All That I Am,r&b,happy,0.741,0.514,0.697,144.175,-6.261,0.279,0.0,0.0384,0.089
Gittin' Funky,Kid 'N Play,2 Hype,rap,calm,0.432,0.577,0.846,104.961,-16.938,0.0193,3.08e-05,0.155,0.215
Grip - Alternative Version,Seeb,Grip (Alternative Version),pop,sad,0.165,0.444,0.53,122.917,-9.779,0.669,0.0,0.0338,0.142
Stargazing,Kygo,Stargazing - EP,pop,calm,0.419,0.497,0.677,99.137,-5.763,0.152,0.0,0.0809,0.0911
Turn To Stone,Electric Light Orchestra,ELO's Greatest Hits,rock,calm,0.583,0.534,0.538,140.985,-15.274,0.0307,3.37e-06,0.037,0.59
Mujeres,Ricardo Arjona,Animal Nocturno,latin,happy,0.881,0.634,0.761,106.043,-9.476,0.376,0.00177,0.0371,0.0452
All The Fucking Time - Acoustic,Loote,All The Fucking Time,pop,calm,0.647,0.355,0.623,159.965,-7.328,0.731,0.0,0.0388,0.098
Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,r&b,energetic,0.58,0.734,0.634,86.066,-7.014,0.156,0.0,0.414,0.45
Don't Stop the Rock,Floor Bangas,Trinere & Friends Greatest Hits,latin,happy,0.769,0.758,0.904,120.615,-8.849,0.0334,0.0,0.123,0.324
Dance Monkey,Tones and I,Dance Monkey,pop,calm,0.54,0.593,0.825,98.078,-6.401,0.688,0.000161,0.0988,0.17
Flash Pose,Pabllo Vittar,111 1,edm,energetic,0.432,0.859,0.773,124.017,-4.516,0.0226,0.000251,0.216,0.342
Wild Love - Jonas Blue Remix,James Bay,Wild Love (Remixes),edm,energetic,0.606,0.814,0.62,124.057,-5.328,0.0185,5.04e-06,0.0476,0.337
Travelling in the Summer,Kavv,Cruise Control,latin,calm,0.455,0.289,0.459,74.831,-12.606,0.861,0.0218,0.258,0.122
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),latin,energetic,0.508,0.609,0.676,142.037,-5.831,0.0706,0.0,0.481,0.152
Hold Tight,Gino Soccio,Closer,edm,calm,0.891,0.292,0.913,120.017,-16.416,0.00365,0.00485,0.0891,0.0445
Inception (Ultra Live Anthem 2019),Lucas & Steve,Inception (Ultra Live Anthem 2019),edm,sad,0.174,0.776,0.592,127.993,-6.634,0.0293,0.188,0.0312,0.29
Stir Fry,Migos,Culture II,r&b,energetic,0.508,0.816,0.817,181.982,-5.402,0.00263,0.0,0.269,0.159
Bad Kind (feat. Sash Sings),Alfred Beck,Bad Kind (feat. Sash Sings),edm,energetic,0.182,0.896,0.696,125.016,-4.594,0.00968,0.000546,0.0592,0.163
Luxúria,Xamã,Pecado Capital,rap,happy,0.684,0.564,0.737,140.075,-8.293,0.301,0.0,0.316,0.0985
Dancing On My Own - Tiësto Remix,Calum Scott,Only Human (Deluxe),edm,sad,0.291,0.602,0.636,122.021,-5.546,0.0176,0.000179,0.0345,0.0818
Talk to Me (Bearson Remix),Ghost Loft,Talk to Me (Bearson Remix),pop,sad,0.179,0.69,0.5,96.971,-7.542,0.0379,0.0135,0.032,0.104
MALA SANTA,Becky G,MALA SANTA,latin,energetic,0.527,0.701,0.851,98.039,-3.649,0.311,0.000211,0.0396,0.163
Pink + White,Frank Ocean,Blonde,r&b,calm,0.554,0.552,0.544,159.738,-7.45,0.67,4.57e-05,0.0991,0.415
Your Call Is Important to Us,Oscar Louis,Your Call Is Important to Us,pop,calm,0.43,0.319,0.597,80.014,-11.114,0.725,0.0171,0.026,0.155
Honey Dip - Radio Edit,Portrait,Greatest Hits,r&b,happy,0.645,0.527,0.683,104.506,-13.904,0.13,0.0,0.174,0.355
Better Together,Jack Johnson,In Between Dreams,latin,calm,0.659,0.346,0.871,110.049,-9.481,0.298,9.24e-06,0.0522,0.108
I'm Blessed,Charlie Wilson,I'm Blessed,r&b,happy,0.65,0.696,0.685,160.017,-4.288,0.432,0.0,0.0321,0.127
VOGUE,Bedoes,Opowieści z Doliny Smoków,rap,calm,0.454,0.568,0.782,118.033,-8.074,0.0711,0.0203,0.0772,0.143
Someone To Love,Bad Boys The Original Motion Picture Soundtrack,Bad Boys The Original Motion Picture Soundtrack,r&b,sad,0.32,0.384,0.661,136.138,-11.679,0.0562,6.67e-06,0.0271,0.0867
Saving All My Love for You,Whitney Houston,Whitney Houston,rock,sad,0.264,0.264,0.636,99.304,-14.567,0.593,4.22e-05,0.0263,0.275
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,Lean On (Remixes) [feat. MØ & DJ Snake] Vol.2,edm,sad,0.21,0.889,0.463,127.973,-3.189,0.0354,0.382,0.126,0.186
Violin 4.0 (Olympis Remix),Helion,Violin 4.0 (Olympis Remix),edm,calm,0.474,0.526,0.51,127.704,-9.056,0.129,0.92,0.0513,0.143
I Will,Alison Krauss,Now That I've Found You: A Collection,r&b,calm,0.582,0.22,0.554,109.548,-13.842,0.891,0.00723,0.0285,0.1
Young And Beautiful,Lana Del Rey,Young And Beautiful,pop,sad,0.151,0.416,0.324,113.986,-8.92,0.262,3.69e-05,0.0368,0.11
Only Girl,Kali Uchis,Only Girl,r&b,calm,0.402,0.499,0.806,148.033,-7.245,0.198,3.71e-05,0.151,0.0711
Smoker's Paradise,Spanish Fly,Crimes Of Agony,latin,happy,0.765,0.693,0.93,98.049,-8.727,0.00635,0.000111,0.239,0.1
Neighbors,Don Philippe,Neighbors,rap,calm,0.711,0.0986,0.747,144.95,-17.918,0.321,0.735,0.11,0.104
Aquaman,Asfalto Rec,Aquaman,rap,energetic,0.451,0.72,0.651,158.051,-7.984,0.0695,0.000828,0.0672,0.127
Hands off Instrumental,Casual T,"Beach Diggin', Vol. 3",edm,happy,0.753,0.662,0.784,115.975,-9.094,0.0897,0.791,0.124,0.0729
Solid Gold,PNAU,Solid Gold,pop,sad,0.295,0.946,0.567,104.983,-2.245,0.0978,1.37e-06,0.0541,0.0836
Easy Breezy,Kiana Ledé,Easy Breezy,r&b,happy,0.929,0.667,0.845,92.979,-5.543,0.297,1.44e-06,0.0799,0.152
Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love,pop,calm,0.441,0.547,0.778,95.002,-7.273,0.346,0.000302,0.0489,0.132
No Quiere Novio,Ñejo & Dalmata,Broke & Famous,latin,happy,0.813,0.799,0.86,95.039,-6.411,0.257,0.00408,0.239,0.0972
Titi Flaco,Pekeño 77,Titi Flaco,rap,happy,0.869,0.714,0.913,129.013,-3.136,0.00472,3.13e-05,0.129,0.361
Doctor My Eyes,Jackson Browne,Jackson Browne (Saturate Before Using),rock,energetic,0.542,0.626,0.48,75.63,-8.406,0.266,5.7e-05,0.0294,0.0857
Daughters,John Mayer,Heavier Things,r&b,calm,0.503,0.413,0.674,124.895,-7.816,0.837,1.91e-05,0.0274,0.098
I Don't Wanna Die,8Ball,Lost,rap,calm,0.429,0.33,0.766,178.048,-8.466,0.0814,0.000174,0.536,0.449
L'indécision,Da Silva,Décembre en été,rock,happy,0.912,0.611,0.67,142.263,-5.445,0.681,0.00261,0.054,0.127
Puls steigt,Capo,Puls steigt,rap,sad,0.383,0.604,0.702,96.035,-7.28,0.422,1.5e-05,0.122,0.121
Something New,Axwell /\ Ingrosso,Something New,edm,sad,0.394,0.86,0.568,129.924,-3.846,0.0189,0.000484,0.0342,0.119
SOS,McClenney,SOS,r&b,calm,0.555,0.251,0.697,72.95,-13.628,0.572,0.00394,0.039,0.122
Easy Go,Grandtheft,Easy Go,rap,energetic,0.566,0.922,0.681,156.071,-3.592,0.107,0.00167,0.0779,0.0938
Somebody to Love,Branches,Covers,r&b,sad,0.222,0.428,0.585,127.069,-8.077,0.00561,0.0,0.0276,0.0703
The Ghosts of Pripyat,Steve Rothery,The Ghosts of Pripyat,rock,sad,0.112,0.583,0.256,107.313,-12.102,0.124,0.835,0.0356,0.15
Jekyll and Hyde,Five Finger Death Punch,Got Your Six,rock,happy,0.712,0.964,0.537,155.017,-4.157,0.000599,1.14e-05,0.113,0.0564
Airplanes,Local Natives,Gorilla Manor,r&b,calm,0.591,0.529,0.588,95.971,-7.838,0.534,0.0683,0.0242,0.126
cherry,Tom Doolie,cherry,rap,sad,0.343,0.427,0.59,118.925,-10.999,0.476,0.00059,0.186,0.352
Hundred Miles,Yall,Hundred Miles,pop,energetic,0.49,0.714,0.479,98.23,-3.776,0.025,0.0153,0.109,0.206
Fine Day,Keanu Silva,Fine Day,pop,energetic,0.46,0.865,0.739,124.977,-4.67,0.0262,0.00237,0.046,0.126
"Strut - From ""The Cheetah Girls 2""",The Cheetah Girls,The Cheetah Girls 2,pop,energetic,0.559,0.87,0.674,120.027,-5.158,0.428,5.08e-06,0.0912,0.127
Beauty and Madness - 1993,Fra Lippo Lippi,The Best Of,rock,calm,0.44,0.183,0.453,100.174,-14.54,0.955,0.000313,0.032,0.149
Don't You Want Me 2015 - Dimitri Vegas & Like Mike Remix,Felix,Don't You Want Me 2015 (Dimitri Vegas & Like Mike Remix),edm,energetic,0.0751,0.916,0.603,128.139,-5.109,0.00218,0.927,0.0716,0.117
Ella Tiene Novio - Remix,"Drako ""El Principe""",Ella Tiene Novio (Remix),latin,calm,0.543,0.47,0.709,170.014,-8.718,0.128,5.48e-06,0.272,0.416
Used To Love (with Dean Lewis),Martin Garrix,Used To Love (with Dean Lewis),edm,sad,0.392,0.693,0.651,118.97,-4.722,0.458,0.0,0.0375,0.335
Esquemas Juveniles,Javiera Mena,Esquemas Juveniles,pop,calm,0.573,0.461,0.533,83.573,-11.589,0.705,0.796,0.024,0.0926
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,"Blood, Sweat & 3 Years",edm,energetic,0.335,0.765,0.613,144.893,-2.974,0.055,0.0,0.0568,0.205
Una Noche,Rauw Alejandro,Una Noche,latin,sad,0.34,0.696,0.777,93.019,-5.123,0.0929,0.0,0.0464,0.117
Heavy Lies The Crown,Royse,Heavy Lies The Crown,latin,calm,0.45,0.562,0.703,110.001,-3.583,0.22,0.0,0.0434,0.24
Bed Of Roses,Bon Jovi,Keep The Faith,rock,sad,0.161,0.596,0.309,164.587,-5.599,0.101,0.0,0.0293,0.21
Saturday in the Park - 2002 Remaster,Chicago,Chicago V (Expanded & Remastered),rock,energetic,0.61,0.76,0.668,114.378,-6.831,0.137,0.0,0.034,0.0803
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),rock,energetic,0.498,0.903,0.404,115.672,-3.88,0.577,0.297,0.0668,0.287
We Rise Together,Wyko,We Rise Together,edm,sad,0.335,0.885,0.587,131.89,-5.853,0.00287,0.0071,0.398,0.185
One (Your Name) - Radio Edit,Swedish House Mafia,One (Your Name),edm,happy,0.636,0.673,0.733,125.064,-6.572,0.0132,0.0049,0.0333,0.16
Midnight Mischief,Jordan Rakei,Cloak,r&b,calm,0.44,0.44,0.637,83.109,-10.811,0.184,1.15e-05,0.0895,0.0918
Shine Your Way,Alan Silvestri,The Croods,pop,happy,0.642,0.443,0.694,120.019,-8.136,0.00796,0.0,0.0456,0.0731
Devil's in the Backseat,Lostboycrow,Devil's in the Backseat,r&b,calm,0.51,0.558,0.642,156.053,-8.401,0.164,0.0,0.0693,0.142
Nothing's Gonna Stop Us Now,Tamara Perez,I've Loved & Want to Love,rock,calm,0.536,0.368,0.545,179.953,-8.78,0.787,0.0,0.0302,0.212
Fly Away,Goodie Mob,Still Standing,rap,happy,0.844,0.487,0.854,153.389,-8.599,0.0321,0.0,0.417,0.103
Traffic Jam,Banx & Ranx,Traffic Jam,latin,energetic,0.599,0.856,0.808,107.019,-3.635,0.00776,0.0,0.0493,0.119
my strange addiction,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",r&b,calm,0.563,0.305,0.939,100.029,-10.952,0.35,0.000169,0.354,0.105
Gold Roses (feat. Drake),Rick Ross,Gold Roses (feat. Drake),r&b,energetic,0.536,0.642,0.581,80.142,-5.318,0.0519,0.0,0.407,0.183
Must Do Something About It - 1993 Digital Remaster,Wings,Wings At The Speed Of Sound,rock,calm,0.645,0.359,0.815,101.248,-16.95,0.363,0.000123,0.0442,0.0742
Crashing Down,Aitor Blond,Crashing Down,edm,sad,0.0998,0.811,0.592,128.057,-6.896,0.0965,0.00358,0.0646,0.165
Moist (feat. K CAMP),Eric Bellinger,Moist (feat. K CAMP),r&b,sad,0.35,0.691,0.677,99.933,-6.357,0.0756,0.0,0.353,0.693
Unlove You - Nicky Romero Remix,Armin van Buuren,Unlove You (Nicky Romero Remix),edm,energetic,0.442,0.815,0.367,118.794,-4.012,0.0144,0.0,0.123,0.232
I Feel It Coming,The Weeknd,Starboy,pop,energetic,0.567,0.813,0.769,92.985,-5.9,0.429,0.0,0.143,0.0952
I Knew You Were Trouble.,Taylor Swift,Red (Big Machine Radio Release Special),pop,happy,0.679,0.469,0.622,77.019,-6.798,0.00454,2.25e-06,0.0363,0.0335
Reckless Lover - Acoustic,Handsome Ghost,Reckless Lover (Acoustic),pop,calm,0.61,0.222,0.633,111.411,-10.381,0.855,0.0,0.0301,0.107
Shoulder,Hitimpulse,Shoulder,edm,calm,0.432,0.593,0.763,113.171,-6.893,0.178,0.0,0.153,0.146
